day,hour,weather,is_workday,flow
51,23,晴,1,468
52,0,晴,1,382
52,1,晴,1,243
52,2,晴,1,320
52,3,晴,1,387
52,4,晴,1,365
52,5,晴,1,491
52,6,雨,1,756
52,7,晴,1,1199
52,8,雨,1,1223
52,9,雨,1,1156
52,10,晴,1,748
52,11,晴,1,450
52,12,晴,1,569
52,13,晴,1,298
52,14,雪,1,454
52,15,晴,1,491
52,16,晴,1,854
52,17,雨,1,1110
52,18,晴,1,1115
52,19,雨,1,949
52,20,雨,1,720
52,21,雪,1,482
52,22,雨,1,629
52,23,晴,1,363
53,0,晴,1,494
53,1,晴,1,380
53,2,雨,1,395
53,3,晴,1,359
53,4,晴,1,237
53,5,雨,1,497
53,6,雨,1,796
53,7,晴,1,1046
53,8,晴,1,1386
53,9,晴,1,1202
53,10,雪,1,881
53,11,雨,1,658
53,12,晴,1,471
53,13,晴,1,546
53,14,晴,1,597
53,15,晴,1,648
53,16,雪,1,566
53,17,晴,1,1039
53,18,雨,1,1143
53,19,晴,1,1160
53,20,雨,1,752
53,21,晴,1,610
53,22,雨,1,528
53,23,雪,1,606
54,0,晴,0,395
54,1,雨,0,253
54,2,晴,0,269
54,3,晴,0,362
54,4,晴,0,175
54,5,雨,0,253
54,6,晴,0,642
54,7,晴,0,1084
54,8,晴,0,1205
54,9,晴,0,971
54,10,晴,0,794
54,11,晴,0,363
54,12,雨,0,359
54,13,雨,0,390
54,14,晴,0,557
54,15,晴,0,421
54,16,晴,0,700
54,17,晴,0,932
54,18,晴,0,1005
54,19,晴,0,986
54,20,雨,0,633
54,21,晴,0,431
54,22,晴,0,306
54,23,雪,0,407
55,0,晴,0,371
55,1,雨,0,200
55,2,晴,0,161
55,3,晴,0,118
55,4,晴,0,124
55,5,晴,0,324
55,6,晴,0,701
55,7,晴,0,1054
55,8,晴,0,1193
55,9,晴,0,1037
55,10,晴,0,814
55,11,晴,0,584
55,12,晴,0,509
55,13,晴,0,483
55,14,晴,0,465
55,15,雨,0,350
55,16,雪,0,640
55,17,晴,0,967
55,18,雨,0,1030
55,19,晴,0,1080
55,20,晴,0,631
55,21,雪,0,343
55,22,晴,0,381
55,23,晴,0,434
56,0,雪,1,280
56,1,雨,1,338
56,2,雪,1,221
56,3,晴,1,316
56,4,雨,1,365
56,5,晴,1,427
56,6,晴,1,858
56,7,晴,1,1045
56,8,晴,1,1328
56,9,晴,1,1168
56,10,晴,1,738
56,11,晴,1,514
56,12,晴,1,651
56,13,晴,1,478
56,14,晴,1,545
56,15,雨,1,609
56,16,雪,1,645
56,17,晴,1,1061
56,18,雨,1,1212
56,19,晴,1,1182
56,20,晴,1,769
56,21,晴,1,635
56,22,晴,1,577
56,23,晴,1,479
57,0,雨,1,521
57,1,晴,1,289
57,2,雨,1,220
57,3,晴,1,188
57,4,雪,1,326
57,5,晴,1,292
57,6,晴,1,739
57,7,晴,1,1123
57,8,雪,1,1320
57,9,晴,1,1092
57,10,晴,1,738
57,11,晴,1,544
57,12,晴,1,558
57,13,雨,1,419
57,14,雨,1,457
57,15,晴,1,600
57,16,晴,1,765
57,17,晴,1,912
57,18,晴,1,1283
57,19,雨,1,1007
57,20,晴,1,665
57,21,晴,1,464
57,22,雪,1,598
57,23,晴,1,330
58,0,晴,1,383
58,1,雨,1,417
58,2,雨,1,318
58,3,晴,1,478
58,4,晴,1,285
58,5,晴,1,477
58,6,晴,1,803
58,7,晴,1,1262
58,8,晴,1,1277
58,9,晴,1,1157
58,10,晴,1,802
58,11,晴,1,462
58,12,晴,1,503
58,13,晴,1,455
58,14,晴,1,521
58,15,晴,1,609
58,16,晴,1,864
58,17,晴,1,858
58,18,雨,1,1200
58,19,晴,1,941
58,20,雨,1,801
58,21,晴,1,751
58,22,晴,1,485
58,23,晴,1,438
59,0,晴,1,312
59,1,雨,1,247
59,2,晴,1,135
59,3,晴,1,372
59,4,雨,1,360
59,5,晴,1,373
59,6,晴,1,706
59,7,晴,1,1190
59,8,雨,1,1399
59,9,雨,1,1133
59,10,雨,1,627
59,11,雨,1,569
59,12,晴,1,541
59,13,雨,1,479
59,14,晴,1,498
59,15,雨,1,517
59,16,雪,1,735
59,17,晴,1,1120
59,18,雪,1,1215
59,19,晴,1,1000
59,20,晴,1,733
59,21,雪,1,681
59,22,晴,1,426
59,23,晴,1,446
60,0,晴,1,335
60,1,晴,1,300
60,2,雨,1,453
60,3,晴,1,428
60,4,晴,1,347
60,5,晴,1,603
60,6,雨,1,815
60,7,晴,1,1244
60,8,雨,1,1411
60,9,雨,1,1156
60,10,雨,1,702
60,11,晴,1,588
60,12,晴,1,457
60,13,晴,1,545
60,14,雨,1,541
60,15,雨,1,591
60,16,晴,1,820
60,17,晴,1,1070
60,18,晴,1,1192
60,19,雨,1,947
60,20,晴,1,707
60,21,晴,1,493
60,22,晴,1,580
60,23,晴,1,488
61,0,晴,0,267
61,1,晴,0,211
61,2,雨,0,338
61,3,晴,0,299
61,4,晴,0,272
61,5,晴,0,330
61,6,晴,0,628
61,7,晴,0,974
61,8,晴,0,1077
61,9,晴,0,1072
61,10,雨,0,751
61,11,晴,0,545
61,12,晴,0,338
61,13,晴,0,517
61,14,晴,0,386
61,15,晴,0,513
61,16,晴,0,558
61,17,雨,0,1038
61,18,雨,0,1153
61,19,雪,0,921
61,20,雨,0,619
61,21,晴,0,525
61,22,晴,0,505
61,23,雨,0,336
62,0,雨,0,242
62,1,晴,0,209
62,2,晴,0,347
62,3,晴,0,203
62,4,晴,0,168
62,5,晴,0,389
62,6,雨,0,801
62,7,晴,0,1073
62,8,雨,0,1285
62,9,晴,0,1184
62,10,雨,0,825
62,11,雪,0,624
62,12,雨,0,556
62,13,晴,0,363
62,14,晴,0,469
62,15,雪,0,486
62,16,晴,0,539
62,17,雪,0,956
62,18,雪,0,1189
62,19,雨,0,989
62,20,晴,0,652
62,21,晴,0,421
62,22,晴,0,457
62,23,晴,0,388
63,0,晴,1,439
63,1,晴,1,436
63,2,晴,1,382
63,3,晴,1,269
63,4,晴,1,332
63,5,晴,1,579
63,6,雨,1,836
63,7,晴,1,1229
63,8,雨,1,1221
63,9,晴,1,1367
63,10,晴,1,661
63,11,雪,1,627
63,12,晴,1,375
63,13,晴,1,591
63,14,晴,1,448
63,15,晴,1,561
63,16,雨,1,784
63,17,晴,1,1109
63,18,雨,1,1186
63,19,雨,1,1062
63,20,晴,1,780
63,21,晴,1,579
63,22,雨,1,498
63,23,晴,1,462
64,0,雪,1,377
64,1,雪,1,374
64,2,晴,1,296
64,3,晴,1,337
64,4,晴,1,226
64,5,晴,1,415
64,6,晴,1,658
64,7,雨,1,1086
64,8,晴,1,1218
64,9,晴,1,1062
64,10,晴,1,903
64,11,晴,1,493
64,12,晴,1,484
64,13,晴,1,529
64,14,雨,1,359
64,15,晴,1,561
64,16,雨,1,776
64,17,晴,1,960
64,18,晴,1,1085
64,19,晴,1,1107
64,20,晴,1,606
64,21,雨,1,542
64,22,晴,1,417
64,23,雨,1,315
65,0,晴,1,440
65,1,雨,1,404
65,2,晴,1,448
65,3,雪,1,362
65,4,雨,1,269
65,5,晴,1,394
65,6,雨,1,528
65,7,雨,1,1005
65,8,晴,1,1278
65,9,晴,1,1207
65,10,晴,1,754
65,11,晴,1,611
65,12,雪,1,535
65,13,晴,1,402
65,14,晴,1,414
65,15,晴,1,626
65,16,晴,1,686
65,17,晴,1,1077
65,18,晴,1,1127
65,19,晴,1,987
65,20,雨,1,787
65,21,雪,1,558
65,22,晴,1,484
65,23,雨,1,421
66,0,晴,1,359
66,1,雨,1,282
66,2,雨,1,391
66,3,晴,1,273
66,4,晴,1,335
66,5,晴,1,477
66,6,晴,1,817
66,7,晴,1,1153
66,8,雨,1,1288
66,9,晴,1,1028
66,10,晴,1,860
66,11,晴,1,582
66,12,晴,1,462
66,13,雪,1,444
66,14,晴,1,640
66,15,晴,1,557
66,16,晴,1,912
66,17,雪,1,933
66,18,雨,1,1293
66,19,晴,1,1015
66,20,晴,1,709
66,21,晴,1,484
66,22,晴,1,514
66,23,晴,1,572
67,0,晴,1,354
67,1,晴,1,309
67,2,雨,1,225
67,3,晴,1,327
67,4,雨,1,384
67,5,晴,1,362
67,6,晴,1,892
67,7,晴,1,1084
67,8,雨,1,1326
67,9,晴,1,1087
67,10,晴,1,853
67,11,晴,1,593
67,12,晴,1,637
67,13,晴,1,513
67,14,晴,1,553
67,15,晴,1,589
67,16,晴,1,663
67,17,雨,1,1136
67,18,雪,1,1226
67,19,晴,1,1087
67,20,晴,1,836
67,21,晴,1,656
67,22,雪,1,425
67,23,晴,1,399
68,0,晴,0,184
68,1,雨,0,149
68,2,雪,0,212
68,3,雪,0,159
68,4,晴,0,177
68,5,雪,0,358
68,6,晴,0,562
68,7,晴,0,1023
68,8,晴,0,1265
68,9,晴,0,1088
68,10,雪,0,739
68,11,晴,0,540
68,12,晴,0,465
68,13,晴,0,313
68,14,晴,0,391
68,15,晴,0,521
68,16,晴,0,617
68,17,晴,0,905
68,18,晴,0,1118
68,19,晴,0,1082
68,20,晴,0,719
68,21,晴,0,343
68,22,晴,0,422
68,23,雪,0,320
69,0,晴,0,318
69,1,雪,0,350
69,2,雨,0,402
69,3,雨,0,316
69,4,晴,0,301
69,5,晴,0,374
69,6,晴,0,612
69,7,雪,0,1015
69,8,晴,0,1211
69,9,雨,0,968
69,10,晴,0,728
69,11,晴,0,650
69,12,晴,0,275
69,13,雪,0,449
69,14,雨,0,407
69,15,晴,0,509
69,16,晴,0,667
69,17,晴,0,921
69,18,晴,0,986
69,19,晴,0,997
69,20,晴,0,691
69,21,晴,0,508
69,22,晴,0,505
69,23,晴,0,359
70,0,晴,1,344
70,1,晴,1,281
70,2,雨,1,305
70,3,雨,1,247
70,4,雨,1,301
70,5,晴,1,255
70,6,雪,1,821
70,7,晴,1,1279
70,8,晴,1,1208
70,9,晴,1,1098
70,10,雪,1,932
70,11,晴,1,624
70,12,晴,1,536
70,13,雪,1,430
70,14,晴,1,495
70,15,晴,1,523
70,16,晴,1,789
70,17,晴,1,1079
70,18,晴,1,1162
70,19,晴,1,1022
70,20,晴,1,850
70,21,晴,1,676
70,22,晴,1,482
70,23,雨,1,473
71,0,晴,1,254
71,1,雨,1,326
71,2,晴,1,351
71,3,雨,1,225
71,4,雪,1,392
71,5,雪,1,413
71,6,雪,1,903
71,7,晴,1,1237
71,8,雨,1,1459
71,9,晴,1,1151
71,10,雨,1,770
71,11,雨,1,606
71,12,晴,1,496
71,13,晴,1,596
71,14,雪,1,565
71,15,晴,1,535
71,16,晴,1,811
71,17,晴,1,903
71,18,晴,1,1320
71,19,晴,1,989
71,20,晴,1,865
71,21,晴,1,535
71,22,雪,1,518
71,23,晴,1,474
72,0,晴,1,385
72,1,晴,1,257
72,2,晴,1,170
72,3,晴,1,452
72,4,晴,1,484
72,5,雨,1,396
72,6,晴,1,727
72,7,晴,1,1105
72,8,晴,1,1209
72,9,晴,1,1150
72,10,晴,1,764
72,11,雨,1,543
72,12,雪,1,467
72,13,晴,1,494
72,14,晴,1,484
72,15,晴,1,567
72,16,晴,1,703
72,17,晴,1,1125
72,18,晴,1,1227
72,19,晴,1,1039
72,20,晴,1,675
72,21,雪,1,648
72,22,晴,1,462
72,23,晴,1,506
73,0,雨,1,302
73,1,晴,1,402
73,2,雨,1,191
73,3,雨,1,302
73,4,晴,1,418
73,5,晴,1,372
73,6,晴,1,639
73,7,晴,1,1069
73,8,晴,1,1320
73,9,雨,1,1028
73,10,雨,1,780
73,11,晴,1,570
73,12,晴,1,650
73,13,晴,1,433
73,14,晴,1,638
73,15,晴,1,505
73,16,晴,1,799
73,17,雨,1,1019
73,18,晴,1,1162
73,19,晴,1,930
73,20,晴,1,798
73,21,雨,1,651
73,22,晴,1,551
73,23,晴,1,445
74,0,晴,1,319
74,1,雪,1,333
74,2,晴,1,398
74,3,晴,1,440
74,4,雨,1,342
74,5,晴,1,288
74,6,晴,1,647
74,7,晴,1,1060
74,8,雨,1,1374
74,9,晴,1,1166
74,10,雨,1,847
74,11,晴,1,526
74,12,雨,1,478
74,13,晴,1,574
74,14,晴,1,642
74,15,晴,1,647
74,16,晴,1,830
74,17,晴,1,983
74,18,晴,1,1249
74,19,雨,1,939
74,20,晴,1,843
74,21,晴,1,599
74,22,雨,1,489
74,23,雪,1,332
75,0,晴,0,224
75,1,晴,0,248
75,2,晴,0,256
75,3,晴,0,229
75,4,晴,0,220
75,5,晴,0,264
75,6,雪,0,824
75,7,晴,0,1179
75,8,晴,0,1215
75,9,晴,0,959
75,10,雪,0,608
75,11,雨,0,461
75,12,晴,0,566
75,13,雪,0,422
75,14,雨,0,507
75,15,雪,0,566
75,16,晴,0,709
75,17,晴,0,854
75,18,晴,0,1193
75,19,晴,0,845
75,20,晴,0,596
75,21,晴,0,496
75,22,雨,0,382
75,23,晴,0,423
76,0,雨,0,146
76,1,晴,0,189
76,2,晴,0,298
76,3,晴,0,472
76,4,晴,0,378
76,5,晴,0,207
76,6,晴,0,671
76,7,晴,0,973
76,8,晴,0,1197
76,9,晴,0,1045
76,10,雨,0,649
76,11,晴,0,565
76,12,晴,0,511
76,13,晴,0,494
76,14,晴,0,339
76,15,晴,0,499
76,16,晴,0,740
76,17,雨,0,1010
76,18,晴,0,1159
76,19,晴,0,1060
76,20,晴,0,620
76,21,晴,0,334
76,22,雨,0,389
76,23,雪,0,382
77,0,晴,1,554
77,1,晴,1,298
77,2,晴,1,444
77,3,晴,1,533
77,4,晴,1,522
77,5,晴,1,432
77,6,晴,1,861
77,7,雨,1,1142
77,8,晴,1,1235
77,9,晴,1,1232
77,10,晴,1,842
77,11,晴,1,510
77,12,晴,1,484
77,13,雨,1,490
77,14,雨,1,610
77,15,晴,1,479
77,16,雨,1,577
77,17,雪,1,950
77,18,晴,1,1217
77,19,雪,1,966
77,20,晴,1,743
77,21,晴,1,534
77,22,晴,1,347
77,23,晴,1,446
78,0,晴,1,332
78,1,晴,1,426
78,2,晴,1,509
78,3,晴,1,289
78,4,雨,1,378
78,5,雪,1,475
78,6,晴,1,989
78,7,晴,1,1079
78,8,晴,1,1233
78,9,晴,1,1094
78,10,晴,1,727
78,11,晴,1,638
78,12,晴,1,594
78,13,晴,1,523
78,14,晴,1,527
78,15,晴,1,685
78,16,晴,1,741
78,17,晴,1,1109
78,18,晴,1,1182
78,19,晴,1,953
78,20,晴,1,853
78,21,晴,1,599
78,22,晴,1,600
78,23,雨,1,536
79,0,晴,1,394
79,1,晴,1,284
79,2,晴,1,560
79,3,雪,1,394
79,4,晴,1,474
79,5,雪,1,427
79,6,晴,1,747
79,7,晴,1,1190
79,8,晴,1,1198
79,9,晴,1,1245
79,10,晴,1,775
79,11,晴,1,648
79,12,晴,1,540
79,13,晴,1,599
79,14,雨,1,614
79,15,晴,1,590
79,16,雨,1,635
79,17,雪,1,1184
79,18,晴,1,1092
79,19,晴,1,1085
79,20,晴,1,869
79,21,晴,1,618
79,22,晴,1,465
79,23,晴,1,520
80,0,晴,1,308
80,1,晴,1,306
80,2,晴,1,372
80,3,晴,1,151
80,4,晴,1,348
80,5,晴,1,449
80,6,晴,1,804
80,7,晴,1,1064
80,8,雨,1,1343
80,9,晴,1,1128
80,10,晴,1,962
80,11,晴,1,632
80,12,雪,1,475
80,13,晴,1,568
80,14,晴,1,381
80,15,晴,1,583
80,16,雪,1,783
80,17,晴,1,1055
80,18,晴,1,1136
80,19,晴,1,1053
80,20,晴,1,668
80,21,晴,1,715
80,22,晴,1,521
80,23,雨,1,541
81,0,晴,1,238
81,1,晴,1,304
81,2,晴,1,399
81,3,晴,1,434
81,4,晴,1,292
81,5,雨,1,329
81,6,雪,1,834
81,7,雨,1,1095
81,8,晴,1,1177
81,9,雪,1,986
81,10,晴,1,746
81,11,雨,1,670
81,12,晴,1,610
81,13,雨,1,525
81,14,雨,1,525
81,15,晴,1,544
81,16,晴,1,580
81,17,晴,1,1133
81,18,雪,1,1231
81,19,晴,1,978
81,20,晴,1,866
81,21,晴,1,480
81,22,晴,1,604
81,23,晴,1,362
82,0,晴,0,455
82,1,晴,0,141
82,2,晴,0,346
82,3,晴,0,201
82,4,晴,0,313
82,5,雨,0,476
82,6,雨,0,673
82,7,晴,0,1218
82,8,晴,0,1344
82,9,晴,0,905
82,10,晴,0,694
82,11,晴,0,466
82,12,雨,0,419
82,13,雪,0,374
82,14,晴,0,341
82,15,晴,0,468
82,16,晴,0,703
82,17,雨,0,744
82,18,晴,0,1174
82,19,晴,0,959
82,20,雨,0,782
82,21,雪,0,438
82,22,晴,0,367
82,23,晴,0,338
83,0,晴,0,291
83,1,晴,0,103
83,2,晴,0,192
83,3,晴,0,267
83,4,晴,0,145
83,5,晴,0,341
83,6,晴,0,801
83,7,雨,0,1117
83,8,雪,0,1191
83,9,晴,0,1102
83,10,晴,0,732
83,11,雪,0,500
83,12,雨,0,466
83,13,晴,0,373
83,14,晴,0,390
83,15,晴,0,509
83,16,晴,0,657
83,17,晴,0,1037
83,18,晴,0,1163
83,19,晴,0,1008
83,20,晴,0,702
83,21,晴,0,488
83,22,雨,0,473
83,23,雪,0,485
84,0,晴,1,380
84,1,雨,1,284
84,2,晴,1,351
84,3,晴,1,234
84,4,晴,1,467
84,5,晴,1,495
84,6,晴,1,727
84,7,雨,1,1071
84,8,雪,1,1407
84,9,雨,1,1067
84,10,雨,1,673
84,11,晴,1,491
84,12,晴,1,491
84,13,晴,1,466
84,14,雨,1,482
84,15,雨,1,631
84,16,雨,1,712
84,17,晴,1,1079
84,18,雪,1,1109
84,19,晴,1,1143
84,20,晴,1,673
84,21,晴,1,576
84,22,雨,1,502
84,23,晴,1,528
85,0,雨,1,415
85,1,晴,1,315
85,2,雨,1,417
85,3,晴,1,443
85,4,雨,1,348
85,5,雨,1,578
85,6,晴,1,821
85,7,晴,1,1096
85,8,晴,1,1307
85,9,晴,1,1267
85,10,晴,1,824
85,11,雨,1,614
85,12,晴,1,552
85,13,晴,1,577
85,14,晴,1,541
85,15,晴,1,622
85,16,晴,1,763
85,17,晴,1,1060
85,18,晴,1,1279
85,19,晴,1,986
85,20,晴,1,759
85,21,雪,1,552
85,22,晴,1,403
85,23,晴,1,401
86,0,晴,1,351
86,1,晴,1,433
86,2,晴,1,367
86,3,晴,1,306
86,4,晴,1,476
86,5,晴,1,403
86,6,雨,1,714
86,7,晴,1,1269
86,8,晴,1,1306
86,9,晴,1,1255
86,10,晴,1,794
86,11,雪,1,586
86,12,晴,1,402
86,13,晴,1,470
86,14,雪,1,551
86,15,晴,1,628
86,16,晴,1,769
86,17,雪,1,1022
86,18,晴,1,1202
86,19,晴,1,961
86,20,晴,1,873
86,21,晴,1,638
86,22,晴,1,504
86,23,雨,1,465
87,0,晴,1,502
87,1,晴,1,301
87,2,雨,1,333
87,3,雪,1,471
87,4,晴,1,384
87,5,雪,1,304
87,6,雨,1,817
87,7,晴,1,1078
87,8,晴,1,1186
87,9,雨,1,1081
87,10,晴,1,709
87,11,晴,1,521
87,12,晴,1,533
87,13,晴,1,396
87,14,晴,1,586
87,15,雪,1,549
87,16,晴,1,699
87,17,雪,1,1020
87,18,晴,1,1115
87,19,晴,1,960
87,20,晴,1,726
87,21,晴,1,596
87,22,晴,1,551
87,23,晴,1,463
88,0,晴,1,333
88,1,雨,1,367
88,2,晴,1,475
88,3,雪,1,357
88,4,雪,1,313
88,5,晴,1,363
88,6,晴,1,868
88,7,晴,1,944
88,8,晴,1,1259
88,9,晴,1,1051
88,10,雨,1,857
88,11,晴,1,688
88,12,晴,1,497
88,13,晴,1,443
88,14,晴,1,502
88,15,晴,1,606
88,16,晴,1,802
88,17,晴,1,1034
88,18,雨,1,1305
88,19,晴,1,999
88,20,晴,1,727
88,21,雪,1,547
88,22,雪,1,535
88,23,雨,1,570
89,0,晴,0,150
89,1,晴,0,161
89,2,晴,0,273
89,3,雨,0,164
89,4,晴,0,242
89,5,晴,0,307
89,6,晴,0,788
89,7,晴,0,1156
89,8,晴,0,1161
89,9,晴,0,1065
89,10,雨,0,668
89,11,晴,0,548
89,12,晴,0,325
89,13,晴,0,494
89,14,晴,0,364
89,15,晴,0,363
89,16,晴,0,614
89,17,雪,0,924
89,18,晴,0,1015
89,19,晴,0,941
89,20,雪,0,710
89,21,晴,0,409
89,22,雨,0,536
89,23,晴,0,594
90,0,晴,0,230
90,1,晴,0,297
90,2,雨,0,280
90,3,雨,0,240
90,4,晴,0,245
90,5,晴,0,200
90,6,雨,0,682
90,7,晴,0,1086
90,8,雪,0,1153
90,9,晴,0,791
90,10,雪,0,815
90,11,雨,0,516
90,12,晴,0,506
90,13,晴,0,385
90,14,雨,0,425
90,15,雨,0,519
90,16,雨,0,630
90,17,晴,0,1032
90,18,晴,0,1055
90,19,雨,0,1100
90,20,晴,0,566
90,21,雨,0,512
90,22,晴,0,360
90,23,雨,0,326
91,0,晴,1,279
91,1,雨,1,142
91,2,晴,1,268
91,3,晴,1,419
91,4,晴,1,424
91,5,雨,1,339
91,6,晴,1,832
91,7,晴,1,1065
91,8,雨,1,1151
91,9,晴,1,1192
91,10,晴,1,874
91,11,晴,1,540
91,12,晴,1,607
91,13,晴,1,495
91,14,雨,1,520
91,15,雨,1,562
91,16,晴,1,660
91,17,雨,1,1025
91,18,晴,1,1106
91,19,晴,1,1086
91,20,晴,1,807
91,21,雨,1,423
91,22,晴,1,559
91,23,雨,1,494
92,0,雪,1,214
92,1,晴,1,365
92,2,雨,1,320
92,3,晴,1,295
92,4,晴,1,272
92,5,晴,1,462
92,6,晴,1,800
92,7,晴,1,1132
92,8,晴,1,1389
92,9,晴,1,1243
92,10,晴,1,629
92,11,晴,1,612
92,12,晴,1,472
92,13,晴,1,543
92,14,晴,1,452
92,15,晴,1,728
92,16,晴,1,801
92,17,雪,1,1029
92,18,晴,1,1294
92,19,晴,1,976
92,20,晴,1,805
92,21,晴,1,555
92,22,晴,1,504
92,23,晴,1,637
93,0,雪,1,541
93,1,晴,1,380
93,2,晴,1,289
93,3,晴,1,341
93,4,雨,1,307
93,5,晴,1,385
93,6,雨,1,803
93,7,晴,1,1069
93,8,晴,1,1394
93,9,晴,1,1106
93,10,晴,1,789
93,11,晴,1,540
93,12,晴,1,415
93,13,晴,1,413
93,14,晴,1,530
93,15,雪,1,547
93,16,雪,1,779
93,17,雨,1,1126
93,18,晴,1,1141
93,19,晴,1,1217
93,20,雨,1,680
93,21,雪,1,481
93,22,晴,1,582
93,23,晴,1,498
94,0,晴,1,288
94,1,雨,1,251
94,2,晴,1,274
94,3,晴,1,354
94,4,雪,1,474
94,5,晴,1,303
94,6,晴,1,804
94,7,晴,1,1179
94,8,晴,1,1259
94,9,雨,1,1237
94,10,晴,1,814
94,11,晴,1,649
94,12,晴,1,575
94,13,晴,1,593
94,14,晴,1,499
94,15,晴,1,703
94,16,晴,1,750
94,17,晴,1,1025
94,18,晴,1,1176
94,19,雨,1,1016
94,20,晴,1,728
94,21,晴,1,577
94,22,晴,1,519
94,23,晴,1,506
95,0,晴,1,333
95,1,雨,1,410
95,2,晴,1,363
95,3,晴,1,384
95,4,雪,1,291
95,5,雨,1,336
95,6,雨,1,846
95,7,晴,1,1187
95,8,晴,1,1221
95,9,雪,1,1035
95,10,晴,1,891
95,11,晴,1,544
95,12,雨,1,460
95,13,雨,1,415
95,14,晴,1,426
95,15,雨,1,743
95,16,晴,1,745
95,17,晴,1,1019
95,18,晴,1,1107
95,19,晴,1,910
95,20,晴,1,892
95,21,晴,1,653
95,22,雨,1,523
95,23,晴,1,291
96,0,晴,0,227
96,1,晴,0,257
96,2,雪,0,255
96,3,雪,0,34
96,4,雨,0,371
96,5,雨,0,363
96,6,晴,0,505
96,7,雪,0,981
96,8,晴,0,1138
96,9,晴,0,1020
96,10,晴,0,674
96,11,雨,0,509
96,12,晴,0,265
96,13,晴,0,411
96,14,雨,0,336
96,15,晴,0,425
96,16,晴,0,645
96,17,晴,0,1065
96,18,晴,0,1136
96,19,晴,0,931
96,20,雪,0,551
96,21,雨,0,468
96,22,晴,0,335
96,23,晴,0,479
97,0,晴,0,242
97,1,晴,0,161
97,2,晴,0,237
97,3,晴,0,326
97,4,晴,0,336
97,5,雨,0,313
97,6,晴,0,748
97,7,雪,0,1037
97,8,晴,0,1060
97,9,雪,0,993
97,10,晴,0,562
97,11,晴,0,532
97,12,晴,0,351
97,13,晴,0,414
97,14,晴,0,276
97,15,晴,0,479
97,16,晴,0,644
97,17,晴,0,979
97,18,雪,0,1074
97,19,晴,0,947
97,20,晴,0,744
97,21,雪,0,546
97,22,晴,0,571
97,23,晴,0,583
98,0,晴,1,550
98,1,晴,1,346
98,2,晴,1,362
98,3,雪,1,506
98,4,晴,1,467
98,5,晴,1,385
98,6,晴,1,726
98,7,雨,1,970
98,8,晴,1,1328
98,9,晴,1,1232
98,10,雨,1,733
98,11,晴,1,526
98,12,晴,1,282
98,13,雪,1,550
98,14,晴,1,597
98,15,晴,1,589
98,16,雨,1,696
98,17,晴,1,1026
98,18,晴,1,1169
98,19,雪,1,1088
98,20,雪,1,697
98,21,雨,1,474
98,22,雪,1,361
98,23,晴,1,453
99,0,晴,1,425
99,1,晴,1,277
99,2,晴,1,224
99,3,晴,1,253
99,4,晴,1,284
99,5,晴,1,387
99,6,雪,1,688
99,7,晴,1,953
99,8,雪,1,1362
99,9,雨,1,1034
99,10,晴,1,815
99,11,晴,1,535
99,12,晴,1,448
99,13,雨,1,557
99,14,晴,1,501
99,15,晴,1,670
99,16,晴,1,712
99,17,晴,1,955
99,18,晴,1,1169
99,19,晴,1,990
99,20,晴,1,889
99,21,晴,1,516
99,22,晴,1,536
99,23,雪,1,495
100,0,雨,1,259
100,1,晴,1,278
100,2,雨,1,358
100,3,晴,1,359
100,4,晴,1,332
100,5,雨,1,420
100,6,晴,1,656
100,7,晴,1,1049
100,8,雨,1,1374
100,9,晴,1,1075
100,10,晴,1,868
100,11,雪,1,672
100,12,晴,1,601
100,13,雪,1,631
100,14,晴,1,546
100,15,晴,1,698
100,16,晴,1,826
100,17,雨,1,900
100,18,晴,1,1225
100,19,晴,1,1227
100,20,晴,1,600
100,21,晴,1,567
100,22,晴,1,420
100,23,晴,1,433
101,0,晴,1,301
101,1,雨,1,375
101,2,雨,1,317
101,3,晴,1,374
101,4,雨,1,513
101,5,晴,1,512
101,6,晴,1,802
101,7,晴,1,1097
101,8,晴,1,1331
101,9,晴,1,978
101,10,晴,1,754
101,11,晴,1,619
101,12,晴,1,521
101,13,晴,1,587
101,14,晴,1,584
101,15,雨,1,602
101,16,晴,1,725
101,17,晴,1,995
101,18,雪,1,1289
101,19,雨,1,1074
101,20,晴,1,685
101,21,晴,1,649
101,22,晴,1,538
101,23,晴,1,488
102,0,晴,1,411
102,1,雪,1,390
102,2,雪,1,456
102,3,晴,1,457
102,4,晴,1,321
102,5,晴,1,428
102,6,雨,1,764
102,7,晴,1,1270
102,8,晴,1,1362
102,9,晴,1,1118
102,10,晴,1,734
102,11,雪,1,587
102,12,晴,1,339
102,13,晴,1,476
102,14,晴,1,433
102,15,晴,1,647
102,16,晴,1,731
102,17,晴,1,1053
102,18,雨,1,1189
102,19,晴,1,1122
102,20,晴,1,837
102,21,晴,1,616
102,22,晴,1,537
102,23,晴,1,375
103,0,晴,0,232
103,1,晴,0,344
103,2,晴,0,266
103,3,晴,0,226
103,4,晴,0,225
103,5,晴,0,295
103,6,晴,0,701
103,7,雨,0,975
103,8,晴,0,1287
103,9,晴,0,886
103,10,晴,0,754
103,11,晴,0,596
103,12,雨,0,330
103,13,晴,0,453
103,14,晴,0,443
103,15,雨,0,409
103,16,雪,0,565
103,17,晴,0,982
103,18,雨,0,1249
103,19,雨,0,1044
103,20,雨,0,708
103,21,晴,0,509
103,22,晴,0,428
